unmittelbare Anstellung,Q506999,,Q-1770 Person,1773,1774,neu / weg / unverändert / andere Quali,Qualifikation 1,Qualifikation 2,Qualifikation 3,Qualifikation 4,,Ort,Titel,Adlesrang,Vorname1,Vorname2,Vorname3,Vorname4,Vorname5,Nachname
Herzogliche Jägerei,Q506794,,Q507322,Hanniball Caspar von Schmerzing,Hanniball Caspar von Schmerzing,andere Qualli,Oberlandjägermeister zu Hummelshayn,,,,,,Freyherr,,,,,,,
Herzogliche Jägerei,Q506794,,Q507348,Wilhelm Adolph von Stutterhayn,Wilhelm Adolph von Stutterhayn,andere Qualli,Landjägermeister zu Kloster Lausnitz,,,,,,,,,,,,,
Herzogliche Jägerei,Q506794,,Q507777,Wolf Gottfried Jarislaw von Prittwitz,Wolf Gottfried Jarislaw von Prittwitz,unverändert,Cammerherr,Oberforstmeister zu Georgenthal,,,,,,,,,,,,
Herzogliche Jägerei,Q506794,,Q507968,Friedrich Leopold von Hahn,Friedrich Leopold von Hahn,unverändert,Cammerherr,Oberforstmeister zu Schwarzwald,,,,,,,,,,,,
Herzogliche Jägerei,Q506794,,Q507835,Johann Adolph Cristian von Utterrodt,Johann Adolph Cristian von Utterrodt,unverändert,Oberforstmeister zu Tabarz,,,,,,,,,,,,,
Herzogliche Jägerei,Q506794,,Q507803,Hanß Friedrich von der Gablenz,Hanß Friedrich von der Gablenz,andere Qualli,Oberforstmeister zu Altenburg,,,,,,,,,,,,,
Herzogliche Jägerei,Q506794,,,,Johann Friedrich Gottlob von  Leutsch,neu,Cammer- Junker,Forstmeister der hiesigen Land -Forste,,,,,,,Johann,Friedrich,Gottlob,,,von Leutsch
Herzogliche Jägerei,Q506794,,Q507806,,,weg,Cammer und Jagdjunker,,,,,,,,,,,,,
Herzogliche Jägerei,Q506794,,,Friedrich Heinrich Becker,Friedrich Heinrich Becker,unverändert,Oberforst-Commissar,,,,,,,,,,,,,
Forst-Commissarien,Q506849,,Q507124,,,weg,Oberforst-Commissar,,,,,,,,,,,,,
Forst-Commissarien,Q506849,,Q507565,Christian Wilhelm Hofmann,Christian Wilhelm Hofmann,unverändert,Forst-Comissar,,,,,,,,,,,,,
Forst-Commissarien,Q506849,,Q513372,Johann Andreas Schneider,,unverändert,Forst-Comissar,,,,,,,,,,,,,
Forst-Commissarien,Q506849,,,Gottfried Ernst Baum,Gottfried Ernst Baum,unverändert,Forst-Comissar,,,,,,,,,,,,,
Forst-Commissarien,Q506849,,,,Johann Anton Müller,neu,,,,,,,,,Johann,Anton,,,,Müller
Forst-Commissarien,Q506849,,,,,weg,,,,,,,,,,,,,,
Forst-Schreiber,Q506851,,Q507127,,,weg,,,,,,,,,,,,,,
Holzverwalter,Q506855,,Q156328,Gottfried Carl Kummer,Gottfried Carl Kummer,unverändert,Holzverwalter,,,,,,,,,,,,,
Holzverwalter,Q506855,,Q507782,,,unverändert,Holzverwalter,,,,,,,,,,,,,
Wildmeister,Q506804,,Q507027,Wolf Gottfried Clauder,Wolf Gottfried Clauder,unverändert,zur Frölichen Wirerkunft,,,,,,,,,,,,,
Wildmeister,Q506804,,,Jobst Heinrich Jäger,Jobst Heinrich Jäger,unverändert,zu Meusebach,,,,,,,,,,,,,
Wildmeister,Q506804,,,,Johann Gottlieb Clauder,neu,zu Friedrichroda,,,,,,,,Johann,Gottlieb,,,,Clauder
Wildmeister,Q506804,,Q507771,,,weg,Wildmeister,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Oberförster im Herzogtum Gotha,Q506839,,Q507106,,,weg,Oberförster,,,,,,,,,,,,,
Oberförster im Herzogtum Gotha,Q506839,,Q507483,,,weg,Oberförster,,,,,,,,,,,,,
Oberförster im Herzogtum Gotha,Q506839,,Q160647,,,weg,Oberförster,,,,,,,,,,,,,
Oberförster im Herzogtum Gotha,Q506839,,Q513372,Johann Andreas Schneider,,unverändert,Oberjäger,,,,,,,,,,,,,
Oberförster im Herzogtum Gotha,Q506839,,Q507859,Johann Georg Clauder,Johann Georg Clauder,andere Qualli,Oberförster zu Klein Schlalden,,,,,,,,,,,,,
Oberförster im Herzogtum Gotha,Q506839,,,Johann Andreas Clauder,Johann Andreas Clauder,andere Qualli,Oberförster zu Winterstein,,,,,,,,,,,,,
Oberförster im Herzogtum Gotha,Q506839,,Q507337,Joseph Lindner,Joseph Lindner,unverändert,Oberförster zu Zella,,,,,,,,,,,,,
Oberförster im Herzogtum Gotha,Q506839,,Q507451,Friedrich Wilhelm Bube,Friedrich Wilhelm Bube,unverändert,Oberförster zu Bittstädt,,,,,,,,,,,,,
Oberförster im Herzogtum Gotha,Q506839,,Q513379,Johann Friedrich Waitz,Johann Friedrich Waitz,unverändert,Oberförster zu Stunzhauß,,,,,,,,,,,,,
Oberförster im Herzogtum Gotha,Q506839,,Q507793,Johann Andreas Großgebauer,Johann Andreas Großgebauer,unverändert,Oberförster zu Gräfenhan,,,,,,,,,,,,,
Oberförster im Herzogtum Gotha,Q506839,,Q513380,Johann Christoph Braun,Johann Christoph Braun,unverändert,Oberförster zu Arlsberg,,,,,,,,,,,,,
Oberförster im Herzogtum Gotha,Q506839,,Q507548,Johann Gabriel König,Johann Gabriel König,andere Qualli,Hofjäger,,,,,,,,,,,,,
Oberförster im Herzogtum Gotha,Q506839,,Q507488,,,weg,,,,,,,,,,,,,,
Oberförster im Herzogtum Gotha,Q506839,,,Johann Heinrich Preißling,Johann Heinrich Preißling,unverändert,Oberförster zu Tonna,,,,,,,,,,,,,
Oberförster im Herzogtum Gotha,Q506839,,Q513392,Johann Christian König,Johann Christian König,unverändert,Oberförster in der Ruhla,,,,,,,,,,,,,
Oberförster im Herzogtum Gotha,Q506839,,,Siegfried August Mackensee,Siegfried August Mackensee,unverändert,Oberförster zu Volkenroda,,,,,,,,,,,,,
Oberförster im Herzogtum Gotha,Q506839,,,Johann Adolph Greß,Johann Adolph Greß,unverändert,Oberförster zu Crannichfeld,,,,,,,,,,,,,
Oberförster im Herzogtum Altenburg,Q506858,,,,Johann Friedrich Wend,neu,Oberförster zu Treben,,,,,,,,Johann,Friedrich,,,,Wend
Oberförster im Herzogtum Altenburg,Q506858,,Q507121,,,weg,Oberförster zu Treben,,,,,,,,,,,,,
Oberförster im Herzogtum Altenburg,Q506858,,,,,weg,,,,,,,,,,,,,,
Oberförster im Herzogtum Altenburg,Q506858,,Q507695,Christian Wilhelm Hartung,Christian Wilhelm Hartung,unverändert,Oberförster zu Niederleupten,,,,,,,,,,,,,
Oberförster im Herzogtum Altenburg,Q506858,,,,,,,,,,,,,,,,,,,
Oberförster im Herzogtum Altenburg,Q506858,,Q507349,Johann Gottfied Merkel,Johann Gottfied Merkel,unverändert,Oberförster zu St.Gangloff,,,,,,,,,,,,,
Oberförster im Herzogtum Altenburg,Q506858,,Q507362,,,,,,,,,,,,,,,,,
Oberförster im Herzogtum Altenburg,Q506858,,Q507863,Johann Günter Rothe,Johann Günter Rothe,unverändert,Oberförster zu Uhlstädt,,,,,,,,,,,,,
Oberförster im Herzogtum Altenburg,Q506858,,Q507329,Johann Wolfgang Meißner,Johann Wolfgang Meißner,unverändert,Oberförster zu Saasa,,,,,,,,,,,,,
Oberförster im Herzogtum Altenburg,Q506858,,,Johann Wilhelm Immisch,Johann Wilhelm Immisch,unverändert,Oberförster zu Ronneburg,,,,,,,,,,,,,
,,,,Johann Friedrich Hattstedt,Johann Friedrich Hattstedt,unverändert,Oberförster zu Fockendorf,,,,,,,,,,,,,
,,,,Johann Gottlob Treusch,Johann Gottlob Treusch,unverändert,Oberförster zu Lehma,,,,,,,,,,,,,
,,,,Heinrich Anton Clauder,Heinrich Anton Clauder,unverändert,Oberförster zu Wintersdorf,,,,,,,,,,,,,
,,,,Johann Wilhelm Hesselbarth,Johann Wilhelm Hesselbarth,unverändert,Oberförster auf dem Unterteil Leina,,,,,,,,,,,,,
,,,,Johann Heinrich  Meißner,Johann Heinrich  Meißner,andere Qualli,Oberförster zu Unter-Bodnitz,,,,,,,,,,,,,
Oberförster im Herzogtum Altenburg,Q506858,,,Franz Julius Bonde,Franz Julius Bonde,unverändert,Oberförster zu Mörsdorf,,,,,,,,,,,,,
Oberförster im Herzogtum Altenburg,Q506858,,,Johann Michael Jäger,Johann Michael Jäger,unverändert,Oberförster zu Quirla,,,,,,,,,,,,,
Oberförster im Herzogtum Altenburg,Q506858,,,,Johann Ernst Clauder,neu,Oberförster zu Schmölla,,,,,,,,Johann,Ernst,,,,Clauder
Oberförster im Herzogtum Altenburg,Q506858,,Q507869,,,weg,,,,,,,,,,,,,,
Oberförster im Herzogtum Altenburg,Q506858,,,,,weg,,,,,,,,,,,,,,
Oberförster im Herzogtum Altenburg,Q506858,,,,,weg,,,,,,,,,,,,,,
Oberförster im Herzogtum Altenburg,Q506858,,,,,weg,,,,,,,,,,,,,,
Oberförster im Herzogtum Altenburg,Q506858,,,,,weg,,,,,,,,,,,,,,
Oberförster im Herzogtum Altenburg,Q506858,,,,,weg,,,,,,,,,,,,,,
Oberförster im Herzogtum Altenburg,Q506858,,Q507385,,,weg,,,,,,,,,,,,,,
Oberförster im Herzogtum Altenburg,Q506858,,,,,weg,,,,,,,,,,,,,,
Forstbediente im Herzogtum Gotha,Q506847,,Q14453,Johann Heinrich Schmidt,Johann Heinrich Schmidt,unverändert,zu Großtabarz,,,,,,,,,,,,,
Forstbediente im Herzogtum Gotha,Q506847,,Q507315,Johann Ernst Waitz,Johann Ernst Waitz,unverändert,zu Crawinkel,,,,,,,,,,,,,
Forstbediente im Herzogtum Gotha,Q506847,,Q507562,Friedrich Christian Trautmann,Friedrich Christian Trautmann,unverändert,zu Finsterberge,,,,,,,,,,,,,
Forstbediente im Herzogtum Gotha,Q506847,,Q507325,Heinrich Georg Schramm,Heinrich Georg Schramm,unverändert,zu Georgenthal,,,,,,,,,,,,,
Forstbediente im Herzogtum Gotha,Q506847,,Q507609,,,weg,,,,,,,,,,,,,,
Forstbediente im Herzogtum Gotha,Q506847,,Q507967,Christian Lösch,Christian Lösch,unverändert,zu Ichtershausen,,,,,,,,,,,,,
Forstbediente im Herzogtum Gotha,Q506847,,Q507426,Johann Ernst Löber,Johann Ernst Löber,unverändert,zu Riechheim,,,,,,,,,,,,,
Forstbediente im Herzogtum Gotha,Q506847,,Q507641,Johann Friedrich Orphal,Johann Friedrich Orphal,unverändert,zu Tambach,,,,,,,,,,,,,
Forstbediente im Herzogtum Gotha,Q506847,,Q507774,Johann Heinrich Gundermann,Johann Heinrich Gundermann,unverändert,zu Dörrberg,,,,,,,,,,,,,
Forstbediente im Herzogtum Gotha,Q506847,,Q193013,Johann Christian Waitz,Johann Christian Waitz,unverändert,zu Goldbach,,,,,,,,,,,,,
Forstbediente im Herzogtum Gotha,Q506847,,Q507431,Johann Ludwig Burkas,Johann Ludwig Burkas,unverändert,zu Friedrichswerth,,,,,,,,,,,,,
Forstbediente im Herzogtum Gotha,Q506847,,Q507761,Ernst Daniel Bauer,Ernst Daniel Bauer,unverändert,zu Waltershausen,,,,,,,,,,,,,
Forstbediente im Herzogtum Gotha,Q506847,,Q507872,Christian Daniel Schumann,Christian Daniel Schumann,unverändert,zu Reinstädt,,,,,,,,,,,,,
Forstbediente im Herzogtum Gotha,Q506847,,,Johann Wilhelm Schilbach,Johann Wilhelm Schilbach,andere Qualli,zu Winterstein,,,,,,,,,,,,,
Forstbediente im Herzogtum Gotha,Q506847,,Q507490,Nicolaus Heinrich Preißing,Nicolaus Heinrich Preißing,unverändert,Grenzjäger zu Töttelstädt,,,,,,,,,,,,,
Forstbediente im Herzogtum Gotha,Q506847,,Q23587,,,unverändert,Forst-Substiut,,,,,,,,,,,,,
Forstbediente im Herzogtum Gotha,Q506847,,Q507852,Christian Wilhelm Clauder,,weg,Forst-Substiut zu Winterstein,,,,,,,,,,,,,
,,,,Johann Jacob Schumann,Johann Jacob Schumann,unverändert,Forst-Substiut zu Reinstädt,,,,,,,,,,,,,
Forstbediente im Herzogtum Gotha,Q506847,,Q507430,Friedrich Ernst Waitz,Friedrich Ernst Waitz,unverändert,Forst-Substiut zu Crawinkel,,,,,,,,,,,,,
Forstbediente im Herzogtum Gotha,Q506847,,,,,weg,,,,,,,,,,,,,,
Forstbediente im Herzogtum Gotha,Q506847,,Q507334,Christoph Jacob Liebe,Christoph Jacob Liebe,unverändert,Forstläufer zu Arelsberg,,,,,,,,,,,,,
Forstbediente im Herzogtum Altenburg,Q506858,,Q507132,Friedrich Wilhelm Heß,Friedrich Wilhelm Heß,unverändert,Forstläufer zu Menterode,,,,,,,,,,,,,
Forstbediente im Herzogtum Altenburg,Q506858,,,,Elias Ferdinand Schierschmidt,neu,Büchsenspanner,,,,,,,,Elias,Ferdinand,,,,Schierschmidt
Forstbediente im Herzogtum Altenburg,Q506858,,,,Johann Heinrich Preißing,neu,Forst-Substiut zu Tonna,,,,,,,,Johann,Heinrich,,,,Preißing
Forstbediente im Herzogtum Altenburg,Q506858,,,,,,,,,,,,,,,,,,,
Forstbediente im Herzogtum Altenburg,Q506858,,Q507366,,,weg,zu Kloster Laußnitz,,,,,,,,,,,,,
Forstbediente im Herzogtum Altenburg,Q506858,,Q507575,,,weg,,,,,,,,,,,,,,
Forstbediente im Herzogtum Altenburg,Q506858,,Q507335,,,weg,,,,,,,,,,,,,,
Forstbediente im Herzogtum Altenburg,Q506858,,,Johann August Meißner,Johann August Meißner,unverändert,zu Kloster Laußnitz,,,,,,,,,,,,,
Forstbediente im Herzogtum Altenburg,Q506858,,Q507547,Veit Christian Kleinsteuber,Veit Christian Kleinsteuber,unverändert,zu Königshofen,,,,,,,,,,,,,
Forstbediente im Herzogtum Altenburg,Q506858,,,,Johann August Friedrich Koch,neu,zu Wilchwitz,,,,,,,,Johann,August,Friedrich,,,Koch
Forstbediente im Herzogtum Altenburg,Q506858,,Q507531,Veit Christian Kleinsteuber,,weg,zu Wilchwitz,,,,,,,,,,,,,
Forstbediente im Herzogtum Altenburg,Q506858,,,Johann Daniel Clauder,Johann Daniel Clauder,Anderer VN,zu Tautenhayn,,,,,,,,,,,,,
Forstbediente im Herzogtum Altenburg,Q506858,,,Wilhelm Gräßler,Johann Wilhelm Gräßler,Anderer VN,Fasanen-Jäger zu Luccan,,,,,,,,,,,,,
Forstbediente im Herzogtum Altenburg,Q506858,,,Johann Christian Böttger,,weg,Grenzschütz zu Camburg,,,,,,,,,,,,,
Forstbediente im Herzogtum Altenburg,Q506858,,,,,,,,,,,,,,,,,,,
Forstbediente im Herzogtum Altenburg,Q506858,,Q507581,,,weg,Grenzschütz zu Camburg,,,,,,,,,,,,,
Forstbediente im Herzogtum Altenburg,Q506858,,Q507861,Johann Ernst Clauder,,weg,Hegerreuter zu Gößnitz,,,,,,,,,,,,,
Forstbediente im Herzogtum Altenburg,Q506858,,Q507584,Johann Friedrich Böttger,Johann Friedrich Böttger,unverändert,Grenzschütz zu Camburg,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Forstbediente im Herzogtum Altenburg,Q506858,,Q507865,,,weg,Grenzschütz,,,,,,,,,,,,,
Forstbediente im Herzogtum Altenburg,,,,,,weg,Fasanjäger,,,,,,,,,,,,,
Forstbediente im Herzogtum Altenburg,Q506858,,,Johann Heinrich Backhusius,Johann Heinrich Backhusius,unverändert,Grenzschütz zu Garbisdorf,,,,,,,,,,,,,
Forstbediente im Herzogtum Altenburg,Q506858,,Q507866,Georg Christian Immisch,Georg Christian Immisch,andere Qualli,Jagt-Chirurgus,,,,,,,,,,,,,
Forstbediente im Herzogtum Altenburg,Q506858,,,Johann Christian August Hattstedt,Johann Christian August Hattstedt,unverändert,Zeugwärter,,,,,,,,,,,,,
Forstbediente im Herzogtum Altenburg,Q506858,,Q507345,,,weg,Zeugknecht,,,,,,,,,,,,,
Forstbediente im Herzogtum Altenburg,Q506858,,Q507619,Andreas Erler,Andreas Erler,unverändert,Zeugschneider,,,,,,,,,,,,,
Forstbediente im Herzogtum Altenburg,Q506858,,,Johann Christoph Lademann,Johann Christoph Lademann,unverändert,"Jagdschneider , ",Zeugschneider,,,,,,,,,,,,
Altenburg Hochfl. Durchlaucht,Q506858,,,Juliane Franc von Buchwaldisca,Juliane Franc von Buchwaldisca,unverändert,,,,,,,Ihre Exellenz,,,,,,,
Altenburg Hochfl. Durchlaucht,Q506858,,,Wilhelm von Rotberg,Wilhelm von Rotberg,andere Qualli,Wirklicher Geheimer Rath,,,,,,,,,,,,,
Altenburg Hochfl. Durchlaucht,Q506858,,,Auguste von Schlotheim,Auguste von Schlotheim,unverändert,Hof-Dames,,,,,,,,,,,,,
Altenburg Hochfl. Durchlaucht,Q506858,,,Friederik von Hacke,Friederik von Hack,unverändert,Hof-Dames,,,,,,,,,,,,,
Altenburg Hochfl. Durchlaucht,Q506858,,,LuiseFranciske von Schardt,LuiseFranciske von Schardt,unverändert,Hof-Dames,,,,,,,,,,,,,
Altenburg Hochfl. Durchlaucht,,,,,,weg,Cammer-Herr,,,,,,,,,,,,,
Altenburg Hochfl. Durchlaucht,,,,,,weg,Cammer-Junker,,,,,,,,,,,,,
Altenburg Hochfl. Durchlaucht,,,,,,weg,Pages,,,,,,,,,,,,,
Altenburg Hochfl. Durchlaucht,,,,,,weg,Pages,,,,,,,,,,,,,
Altenburg Hochfl. Durchlaucht,,,,,,weg,Pages,,,,,,,,,,,,,
Altenburg Hochfl. Durchlaucht,,,,,,weg,Pages,,,,,,,,,,,,,
Altenburg Hochfl. Durchlaucht,,,,,,weg,Pages,,,,,,,,,,,,,
Altenburg Hochfl. Durchlaucht,,,,,,weg,Cammerdiener,Leibschneider,,,,,,,,,,,,
Altenburg Hochfl. Durchlaucht,,,,,,weg,Cammerdiener,,,,,,,,,,,,,
Altenburg Hochfl. Durchlaucht,,,,,,weg,Cammer-Laquais,,,,,,,,,,,,,
Altenburg Hochfl. Durchlaucht,,,,,,weg,Confiseur,,,,,,,,,,,,,
Altenburg Hochfl. Durchlaucht,,,,,,weg,Laquais,,,,,,,,,,,,,
Altenburg Hochfl. Durchlaucht,,,,,,weg,Laquais,,,,,,,,,,,,,
Altenburg Hochfl. Durchlaucht,,,,,,weg,Laquais,,,,,,,,,,,,,
Altenburg Hochfl. Durchlaucht,,,,,,weg,Laquais,,,,,,,,,,,,,
Altenburg Hochfl. Durchlaucht,,,,,,weg,Laquais,,,,,,,,,,,,,
Altenburg Hochfl. Durchlaucht,,,,,,weg,Laquais,,,,,,,,,,,,,
Altenburg Hochfl. Durchlaucht,,,,,,weg,Laufer,,,,,,,,,,,,,
Altenburg Hochfl. Durchlaucht,,,,,,weg,Laquais,,,,,,,,,,,,,
Altenburg Hochfl. Durchlaucht,,,,,,weg,Cammerpursch,,,,,,,,,,,,,
Altenburg Hochfl. Durchlaucht,,,,,,weg,Reitknecht,,,,,,,,,,,,,
Altenburg Hochfl. Durchlaucht,,,,,,weg,Gutscher,,,,,,,,,,,,,
Altenburg Hochfl. Durchlaucht,,,,,,weg,Vorreuter,,,,,,,,,,,,,
Der Höchstseeligen FrauHerzogin Durchlaucht hinterlassener Hof-Staat,Q506885,,Q23461,,,weg,Oberhofmeisterin,,,,,,,,,,,,,
Hof Dame,Q506848,,Q507110,,,weg,Hof-Dames,,,,,,,,,,,,,
Hof Dame,Q506848,,,,,weg,Hof-Dames,,,,,,,,,,,,,
Hof Dame,Q506848,,,,,weg,,,,,,,,,,,,,,
Hof Dame,Q506848,,,,,weg,Cammerfrau,,,,,,,,,,,,,
Hof Dame,Q506848,,,,,weg,Cammerfrau,,,,,,,,,,,,,
Hof Dame,Q506848,,,,,weg,Rath Jungfer,,,,,,,,,,,,,
Hof Dame,Q506848,,,,,weg,Waschfrau,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Garderobe und dabei befindliche Bediente,,,,,Magdalena Catharina Frötsch,neu,pens. Cammerfrau,,,,,,,,Magdalena,Catharina,,,,Frötsch
Garderobe und dabei befindliche Bediente,,,,,Maria Dorothea Leichnern,neu,pens. Cammerfrau,,,,,,,,Maria,Dorothea,,,,Leichnern
Garderobe und dabei befindliche Bediente,,,,Sophia Henrietta Gundlach,Sophia Henrietta Gundlach,unverändert,Cammerfrau,,,,,,,,,,,,,
Garderobe und dabei befindliche Bediente,,,,,Christine Elisabeth Gernand,neu,Cammerfrau,,,,,,,,Christine,Elisabeth,,,,Gernand
Garderobe und dabei befindliche Bediente,,,,,Sophia Friderike Schönheyd,neu,Nähjungfer,,,,,,,,Sophia,Friderike,,,,Schönheyd
Garderobe und dabei befindliche Bediente,,,,,Friedrich Heinrich Wilke,neu,Cammerdiener,Leibschneider,,,,,,,Friedrich,Heinrich,,,,Wilke
Garderobe und dabei befindliche Bediente,,,,,Johann Ernst Justin,neu,Cammerdiener,,,,,,,,Johann,Ernst,,,,Justin
Garderobe und dabei befindliche Bediente,,,,,Heinrich Ernst Pommer,neu,Cammer-Laquais,,,,,,,,Heinrich,Ernst,,,,Pommer
Garderobe und dabei befindliche Bediente,,,,,Samuel Andreas Ritter,neu,Cammer-Laquais,,,,,,,,Samuel,Andreas,,,,Ritter
Garderobe und dabei befindliche Bediente,,,,,Johann Andreas Jödicke,neu,Coiffeur,,,,,,,,Johann,Andreas,,,,Jödicke
Garderobe und dabei befindliche Bediente,,,,Dorothea Carolina Arnold,,weg,Cammerfrau,,,,,,,,,,,,,
Garderobe und dabei befindliche Bediente,,,,Maria Johanna Volckardt,Maria Johanna Volckardt,unverändert,Garderobe Mädgen,,,,,,,,,,,,,
Garderobe und dabei befindliche Bediente,,,,Sophia Christina Held,Sophia Christina Held,unverändert,Garderobe Mädgen,,,,,,,,,,,,,
Cammerleute bei der Frau Oberhofmeisterin Exellenz und der Adel Dames,,,,Margueritte l` Allemand,Margueritte l` Allemand,unverändert,,,,,,,,,,,,,,
Cammerleute bei der Frau Oberhofmeisterin Exellenz und der Adel Dames,,,,Fridericke Maria Bach,Fridericke Maria Bach,unverändert,,,,,,,,,,,,,,
Cammerleute bei der Frau Oberhofmeisterin Exellenz und der Adel Dames,,,,Christiana Elisabetha Breithaupt,Christiana Elisabetha Breithaupt,unverändert,,,,,,,,,,,,,,
Cammerleute bei der Frau Oberhofmeisterin Exellenz und der Adel Dames,,,,Johanna Maul,,weg,,,,,,,,,,,,,,
Cammerleute bei der Frau Oberhofmeisterin Exellenz und der Adel Dames,,,,Jacobina Luisa Arnold,Jacobina Luisa Arnold,unverändert,,,,,,,,,,,,,,
Cammerleute bei der Frau Oberhofmeisterin Exellenz und der Adel Dames,,,,,Johanne Friderike Birckel,neu,,,,,,,,,Johanne,Friderike,,,,Birckel
Cammerleute bei der Frau Oberhofmeisterin Exellenz und der Adel Dames,,,,,Wilhelmine Sophie Catterfeld,neu,,,,,,,,,Wilhelmine,Sophie,,,,Catterfeld
Pages,,,,Dorotheus Friedrich Ernst Constantin Jarislow von Pritwitz,Dorotheus Friedrich Ernst Constantin Jarislow von Pritwitz,unverändert,,,,,,,,,,,,,,
Pages,,,,Hanß August von Pleßen,Hanß August von Pleßen,unverändert,,,,,,,,,,,,,,
Pages,,,,August Friedrich Gottfried Jarislow von Pritwitz,August Friedrich Gottfried Jarislow von Pritwitz,unverändert,,,,,,,,,,,,,,
Pages,,,,Heinrich Irrgang,Heinrich Irrgang,unverändert,,,,,,,,,,,,,,
Laquais,,,,Johann Simon Reichenbach,Johann Simon Reichenbach,unverändert,,,,,,,,,,,,,,
Laquais,,,,Johann Adam Breuning,Johann Adam Breuning,unverändert,,,,,,,,,,,,,,
Laquais,,,,Elisabethe Marie Damm,Elisabethe Marie Damm,unverändert,Cammerfrau,,,,,,,,,,,,,
bei dem Durchlauchten Erbprinzen Ernst und August,,,,,,weg,Cammerfrau,,,,,,,,,,,,,
bei dem Durchlauchten Erbprinzen Ernst und August,,,,Elisabethe Stübner,Elisabethe Stübner,unverändert,Garderobe Mädgen,,,,,,,,,,,,,
bei dem Durchlauchten Erbprinzen Ernst und August,,,,Johann Heinrich Hofmann,Johann Heinrich Hofmann,unverändert,Laquais,,,,,,,,,,,,,
,,,,August Levin Christoph von Lützow,,weg,Page,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
bei dem Durchlauchtigsten Prinzeßin Luise,,,,,Henriette von Welling,neu,Hofdame,,,,,,,,Henriette,,,,,von Welling
bei dem Durchlauchtigsten Prinzeßin Luise,,,,,Carl Hieronymus von Bose,neu,Page,,,,,,,,Carl,Hieronymus,,,,von Bose
bei dem Durchlauchtigsten Prinzeßin Luise,,,,Henriette Elisabethe Reiber,Henriette Elisabethe Reiber,unverändert,Cammerfrau,,,,,,,,,,,,,
bei dem Durchlauchtigsten Prinzeßin Luise,,,,Christiane Sophie Birkel,Christiane Sophie Birkel,unverändert,Cammerfrau,,,,,,,,,,,,,
bei dem Durchlauchtigsten Prinzeßin Luise,,,,Ernst August Sandrock,Ernst August Sandrock,unverändert,Coiffeur,,,,,,,,,,,,,
,,,,,,unverändert,Laquais,,,,,,,,,,,,,
,,,,,,weg,Laquais,,,,,,,,,,,,,
,,,,Johann August Drotzbach,Johann August Drotzbach,unverändert,Laquais,,,,,,,,,,,,,
,,,,Johann Wilhelm Breuning,Johann Wilhelm Breuning,unverändert,Laquais,,,,,,,,,,,,,
bei dem Durchlauchtigsten Prinzeßin Luise,,,,Ernst Carl Töpfer,Ernst Carl Töpfer,unverändert,Laufer,,,,,,,,,,,,,
bei dem Durchlauchtigsten Prinzeßin Luise,,,,Johanna Elisabetha Gantz,Johanna Elisabetha Gantz,unverändert,Garderobe Mädgen,,,,,,,,,,,,,
,,,,,,unverändert,,,,,,,Exelenz,,,,,,,
Der Höchstlel Frau Herzogin Durchlaucht noch übriger Hofstaat,Q506848,,,Eleonore Dorothea von Schlotheim,,unverändert,Hof-Dames,,,,,,,,,,,,,
Der Höchstlel Frau Herzogin Durchlaucht noch übriger Hofstaat,Q506848,,,Dorothea Friedericke Eleonore von Uechtritz,,unverändert,Hof-Dames,,,,,,,,,,,,,
Der Höchstlel Frau Herzogin Durchlaucht noch übriger Hofstaat,Q506848,,,Magdalena Catharina Förtsch,,unverändert,Cammerfrau,,,,,,,,,,,,,
Der Höchstlel Frau Herzogin Durchlaucht noch übriger Hofstaat,Q506848,,,Magdalena Catharina Leichner,,unverändert,Cammerfrau,,,,,,,,,,,,,
Hof Dame,Q506848,,,,,weg,Räh Jungfer,,,,,,,,,,,,,
Hof Dame,Q506848,,,,,weg,Waschfrau,,,,,,,,,,,,,
Hof Dame,Q506848,,Q507122,,,weg,,,,,,,,,,,,,,
Hof Dame,Q506848,,Q507818,,,weg,,,,,,,,,,,,,,
Garderobbe und dabei befindliche Bediente,Q506856,,Q507130,,,weg,,,,,,,,,,,,,,
Garderobbe und dabei befindliche Bediente,Q506856,,Q507578,,,weg,,,,,,,,,,,,,,
Garderobbe und dabei befindliche Bediente,Q506856,,Q507655,,,weg,Cammerdiener,,,,,,,,,,,,,
Garderobbe und dabei befindliche Bediente,Q506856,,Q507831,,,weg,Cammerdiener,,,,,,,,,,,,,
Garderobbe und dabei befindliche Bediente,Q506856,,Q507895,,,weg,Rath-Jungfer,,,,,,,,,,,,,
Garderobbe und dabei befindliche Bediente,Q506856,,Q507441,,,weg,Waschfrau,,,,,,,,,,,,,
Garderobbe und dabei befindliche Bediente,Q506856,,Q507523,,,weg,Garderobbe-Mägen,,,,,,,,,,,,,
Cammerleute bei der Frau Oberhofmeisterin Excellenz und deren adlichen Damen,Q506876,,Q507226,,,weg,,,,,,,,,,,,,,
Cammerleute bei der Frau Oberhofmeisterin Excellenz und deren adlichen Damen,Q506876,,Q507672,,,weg,,,,,,,,,,,,,,
